age,sex,sei10,polviews,mass_trans_spend_right
53,Female,57,Moderate,0
54,Female,24.6,Moderate,0
79,Female,22.9,Moderate,0
71,Female,38.8,Slightly liberal,1
61,Female,26.1,Slghtly conservative,1
23,Male,13.6,Slghtly conservative,0
55,Male,59.1,Conservative,1
60,Female,25.2,Slghtly conservative,0
72,Male,46.6,Conservative,0
60,Female,34.7,Slightly liberal,1
44,Female,25.7,Conservative,1
50,Male,36.4,Moderate,1
35,Female,84.2,Conservative,0
38,Female,21.6,Moderate,1
61,Male,32,Moderate,0
26,Male,32.6,Moderate,1
33,Female,0,Moderate,0
46,Female,0,Conservative,1
87,Female,24.2,Moderate,1
46,Male,28.7,Moderate,0
50,Male,14,Moderate,1
39,Male,28.4,Moderate,1
64,Male,18.6,Slghtly conservative,1
42,Female,24.2,Moderate,1
43,Female,43,Moderate,1
38,Male,67.7,Liberal,0
24,Female,45.1,Moderate,0
32,Female,35.8,Conservative,0
25,Female,29.4,Extremely liberal,0
20,Male,25.2,Liberal,0
40,Female,12.6,Extremely liberal,1
59,Female,38.3,Slghtly conservative,1
50,Male,52,Conservative,1
52,Female,46.5,Moderate,1
67,Female,13.6,Moderate,0
67,Male,28.6,Moderate,1
42,Male,10.6,Liberal,0
30,Male,43.9,Slghtly conservative,1
69,Female,26.1,Moderate,1
33,Female,13.6,Moderate,0
52,Female,14,Extremely liberal,0
31,Female,24.2,Slightly liberal,1
43,Female,23.3,Moderate,1
55,Female,23.3,Extrmly conservative,1
55,Female,17.1,Moderate,0
29,Male,0,Extrmly conservative,0
76,Male,32,Conservative,1
34,Female,21.6,Moderate,1
23,Female,21.6,Moderate,1
66,Male,28.4,Liberal,0
69,Male,73.9,Conservative,1
59,Female,46.6,Conservative,1
26,Male,19.7,Moderate,1
74,Female,26.9,Moderate,0
34,Female,12.6,Moderate,1
83,Female,26.1,Slghtly conservative,0
54,Female,12.6,Slghtly conservative,0
38,Female,14,Moderate,0
61,Female,0,Moderate,0
56,Male,20,Extrmly conservative,1
58,Female,26.1,Slghtly conservative,1
40,Male,34.1,Moderate,1
53,Female,31.6,Moderate,0
63,Female,45.1,Conservative,0
62,Male,25.2,Slightly liberal,1
66,Female,84.5,Liberal,0
82,Female,38.8,Moderate,1
42,Male,84.2,Conservative,1
46,Male,87.9,Moderate,0
55,Male,45.4,Conservative,0
57,Female,84.2,Moderate,1
51,Male,18.8,Conservative,1
78,Female,13.6,Extrmly conservative,1
81,Female,21.8,Conservative,1
18,Female,0,Moderate,0
71,Female,38.8,Moderate,1
64,Female,20.1,Moderate,0
19,Male,37.6,Moderate,1
55,Female,51.8,Extrmly conservative,0
85,Female,21.6,Moderate,1
62,Male,39.5,Slghtly conservative,0
65,Female,26.9,Liberal,0
35,Female,14.6,Conservative,1
27,Female,80.9,Moderate,0
88,Male,31,Moderate,0
78,Female,77.2,Moderate,1
44,Female,12.6,Moderate,1
60,Male,80.1,Extremely liberal,0
47,Male,38.3,Slightly liberal,0
30,Female,38.3,Moderate,1
52,Male,82.5,Liberal,0
72,Female,84.2,Liberal,1
66,Female,72.7,Slightly liberal,0
38,Male,18.6,Moderate,1
74,Male,59.8,Slghtly conservative,0
24,Female,26.1,Liberal,0
49,Female,38.3,Conservative,0
58,Female,77.3,Slghtly conservative,1
62,Female,32.6,Extremely liberal,0
34,Female,23.3,Moderate,0
56,Male,73.9,Moderate,0
40,Male,43,Moderate,0
63,Female,64.4,Moderate,1
40,Male,69.3,Moderate,0
68,Male,38.3,Moderate,1
21,Male,14,Liberal,1
35,Female,84.2,Extremely liberal,1
41,Female,24.2,Moderate,0
56,Female,30,Slghtly conservative,1
57,Male,25.2,Slghtly conservative,0
68,Female,45.1,Moderate,0
75,Female,20.5,Conservative,0
57,Female,54.6,Extremely liberal,0
77,Male,34.1,Conservative,0
87,Female,38.3,Moderate,1
55,Female,13.6,Slghtly conservative,0
72,Male,39.7,Slghtly conservative,0
